created_at,lead_id,utm_source,utm_medium,utm_campaign,utm_content,utm_term,client_id
2022-04-19,974e985c-bfeb-11ec-9063-848f69e142cf,zvonobot,email,50,,,378def33-7d7e-11eb-ac27-c412f533dba1
2022-10-16,1a7983c6-4ced-11ed-907e-848f69e142cf,yandex,cpc,78599498,12793456335,,f6e753f9-4d18-11ed-907e-848f69e142cf
2022-10-16,59cae4ed-4cd1-11ed-907e-848f69e142cf,yandex,cpc,78599498,12793456335,,4b56f1e5-4d2b-11ed-907e-848f69e142cf
2022-10-14,81b0c0d7-4bf0-11ed-907e-848f69e142cf,whatsapp,email,,,,fa2a70e4-4c4d-11ed-907e-848f69e142cf
2022-10-14,ba5fe0e7-4bed-11ed-907e-848f69e142cf,,,,,,ba5fe0e8-4bed-11ed-907e-848f69e142cf
2022-10-14,ba8a84c3-4be2-11ed-907e-848f69e142cf,,,,,,c6da364a-48b6-11ed-907e-848f69e142cf
2022-10-14,268a032d-4bde-11ed-907e-848f69e142cf,,,,,,268a032e-4bde-11ed-907e-848f69e142cf
2022-05-27,153d4c3b-ddc0-11ec-9067-848f69e142c9,,,,,,
2022-10-14,e32e4302-4bda-11ed-907e-848f69e142cf,,,,,,e32e4303-4bda-11ed-907e-848f69e142cf
2022-04-19,4f10d7cb-bfea-11ec-9063-848f69e142cf,zvonobot,email,50,,,10a0cddc-c053-11eb-ac38-c412f533dba1
2022-03-25,47255e17-ac52-11ec-9060-848f69e142c9,,,,,,47255e1a-ac52-11ec-9060-848f69e142c9
2022-03-25,8d7d8eb3-ac50-11ec-9060-848f69e142c9,,,,,,8d7d8eb4-ac50-11ec-9060-848f69e142c9
2022-03-25,d5b8939b-ac4f-11ec-9060-848f69e142c9,,,,,,d5b8939c-ac4f-11ec-9060-848f69e142c9
2022-03-25,cbcb35ff-ac4b-11ec-9060-848f69e142c9,,,,,,cbcb3600-ac4b-11ec-9060-848f69e142c9
2022-03-25,e7500014-ac4a-11ec-9060-848f69e142c9,,,,,,e7500015-ac4a-11ec-9060-848f69e142c9
2022-04-19,f52faa0e-bfe9-11ec-9063-848f69e142cf,zvonobot,email,50,,,ae0cc1d8-5a25-11eb-ac25-c412f533dba1
2022-04-19,73f11beb-bfe9-11ec-9063-848f69e142cf,zvonobot,email,50,,,1dc7bd3e-9447-11eb-ac2c-c412f533dba1
2022-04-19,4b040f91-bfe9-11ec-9063-848f69e142cf,zvonobot,email,50,,,5c39cfa6-26e4-11ea-abeb-c412f533dba1
2022-04-19,8f74040a-bfe8-11ec-9063-848f69e142cf,zvonobot,email,50,,,16b77474-7839-11eb-ac27-c412f533dba1
2022-04-19,d45f9065-bfe7-11ec-9063-848f69e142cf,zvonobot,email,50,,,
2022-04-19,b000856e-bfe7-11ec-9063-848f69e142cf,zvonobot,email,50,,,cb187d58-09ab-11ec-9043-848f69e142cf
2022-04-19,f5e3e65c-bfdf-11ec-9063-848f69e142cf,,,,,,9e9ab865-5f8e-11ea-abf2-c412f533dba1
2022-04-19,bdf321d5-bfde-11ec-9063-848f69e142cf,sms,email,1,,,d2dcf382-62bf-11ea-abf3-c412f533dba1
2022-04-19,55191ac3-bfdd-11ec-9063-848f69e142cf,sms,email,1,,,2d86aaea-1138-11eb-ac1a-c412f533dba1
2022-04-19,364352b7-bfdd-11ec-9063-848f69e142cf,,,,,,364352b8-bfdd-11ec-9063-848f69e142cf
2022-04-19,1db8fe3b-bfdd-11ec-9063-848f69e142cf,sms,email,1,,,9e9ab865-5f8e-11ea-abf2-c412f533dba1
2022-10-14,fb5371eb-4bd4-11ed-907e-848f69e142cf,,,,,,fb5371e9-4bd4-11ed-907e-848f69e142cf
2022-04-19,52e5fd6b-bfdc-11ec-9063-848f69e142cf,sms,email,1,,,
2022-04-19,71e964b1-bfdb-11ec-9063-848f69e142cf,sms,email,1,,,c0c7d5cd-1761-11eb-ac1d-c412f533dba1
2022-04-19,4e040bb8-bfdb-11ec-9063-848f69e142cf,sms,email,1,,,1d58d76f-e12c-11ea-ac16-c412f533dba1
2022-04-19,bac98c78-bfda-11ec-9063-848f69e142cf,sms,email,1,,,b11b3a18-44f4-11eb-ac23-c412f533dba1
2022-04-19,4c3ff461-bfd9-11ec-9063-848f69e142cf,sms,email,1,,,cb5a764b-df8b-11ea-ac16-c412f533dba1
2022-04-19,cc386b30-bfd8-11ec-9063-848f69e142cf,sms,email,1,,,099f8d2c-fbd5-11ea-ac18-c412f533dba1
2022-04-19,b05d53a9-bfd8-11ec-9063-848f69e142cf,sms,email,1,,,5d010eef-d711-11ea-ac12-c412f533dba1
2022-04-19,950c8077-bfd8-11ec-9063-848f69e142cf,sms,email,1,,,c4100436-1057-11eb-ac1a-c412f533dba1
2022-04-19,84f47d00-bfd8-11ec-9063-848f69e142cf,sms,email,1,,,97f4db66-570c-11ea-abeb-c412f533dba1
2022-04-19,75288df6-bfd8-11ec-9063-848f69e142cf,sms,email,1,,,d24fe7c0-fbe1-11ea-ac18-c412f533dba1
2022-04-19,5c8d8954-bfd8-11ec-9063-848f69e142cf,sms,email,1,,,c4546b77-e22a-11ea-ac18-c412f533dba1
2022-04-19,528cec02-bfd8-11ec-9063-848f69e142cf,sms,email,1,,,671f8b68-346d-11eb-ac1f-c412f533dba1
2022-04-19,528cebfe-bfd8-11ec-9063-848f69e142cf,sms,email,1,,,e3ce9eb7-17a5-11eb-ac1d-c412f533dba1
2022-04-19,360628ad-bfd8-11ec-9063-848f69e142cf,,,,,,9b963490-bfd8-11ec-9063-848f69e142cf
2022-04-19,58821e83-bfba-11ec-9063-848f69e142cf,,,,,,58821e84-bfba-11ec-9063-848f69e142cf
2022-04-19,857dfce1-bfb6-11ec-9063-848f69e142cf,,,,,,b3866d68-bfc0-11ec-9063-848f69e142cf
2022-04-19,fcd3596a-bfb5-11ec-9063-848f69e142cf,,,,,,fcd3596b-bfb5-11ec-9063-848f69e142cf
2022-04-19,6c65e8f8-bfb4-11ec-9063-848f69e142cf,,,,,,82cbc847-bfb5-11ec-9063-848f69e142cf
2022-04-19,279cecce-bfb4-11ec-9063-848f69e142cf,,,,,,ee96c71e-bfb4-11ec-9063-848f69e142cf
2022-04-19,98b9d4db-bfb1-11ec-9063-848f69e142cf,,,,,,
2022-04-19,22f6ffaa-bfaf-11ec-9063-848f69e142cf,yandex,cpc,48306487,8813469521,,
2022-04-19,b026674b-bf9a-11ec-9063-848f69e142cf,,,,,,2a353e80-a77b-11ec-905f-848f69e142cf
2022-04-19,1d8d89d4-bf98-11ec-9063-848f69e142cf,yandex,cpc,48306435,8813476164,,05dbdb5b-bfab-11ec-9063-848f69e142cf
2022-04-19,96ac0e21-bf93-11ec-9063-848f69e142cf,yandex,cpc,48306494,8813466151,,77bdb004-bfb8-11ec-9063-848f69e142cf
2022-04-19,215744e3-bf75-11ec-9063-848f69e142cf,yandex,cpc,48306494,8813466151,,7fd320a6-d5ab-11e9-abbe-c412f533dba1
2022-03-25,383c2a4f-ac49-11ec-9060-848f69e142c9,,,,,,383c2a50-ac49-11ec-9060-848f69e142c9
2022-10-14,a955e2cf-4bcc-11ed-907e-848f69e142cf,sms,email,1310,,,1f8ba75c-0566-11eb-ac18-c412f533dba1
2022-10-14,595ce1e1-4bcc-11ed-907e-848f69e142cf,vkontakte,social,student,,,9c927f55-4bce-11ed-907e-848f69e142cf
2022-10-14,d9032fff-4bc8-11ed-907e-848f69e142cf,,,,,,dfbc9132-4bc8-11ed-907e-848f69e142cf
2022-04-04,2076f71d-b44a-11ec-9062-848f69e142cf,,,,,,
2022-04-20,b884b809-c0c8-11ec-9063-848f69e142cf,yandex,cpc,48306494,8404707872,,d32142af-c13a-11ec-9064-848f69e142cf
2022-04-20,7a5da576-c0c4-11ec-9063-848f69e142cf,sms,email,1,,,
2022-04-20,6d8811b9-c0c3-11ec-9063-848f69e142cf,,,,,,e22998f1-c557-11ec-9065-848f69e142cf
2022-04-20,ce08b0ec-c0c1-11ec-9063-848f69e142cf,vk,social,3,,,
2022-04-20,78c3cf8d-c0be-11ec-9063-848f69e142cf,,,,,,78c3cf8e-c0be-11ec-9063-848f69e142cf
2022-04-20,a40f392a-c0bd-11ec-9063-848f69e142cf,yandex,cpc,48306473,8404704716,,04d32a02-c0c4-11ec-9063-848f69e142cf
2022-04-20,38a496dd-c0bd-11ec-9063-848f69e142cf,,,,,,38a496db-c0bd-11ec-9063-848f69e142cf
2022-04-20,8b9868f5-c0bb-11ec-9063-848f69e142cf,,,,,,
2022-04-20,498bc301-c0bb-11ec-9063-848f69e142cf,,,,,,498bc303-c0bb-11ec-9063-848f69e142cf
2022-04-20,47bebba3-c0ba-11ec-9063-848f69e142cf,,,,,,47bebba4-c0ba-11ec-9063-848f69e142cf
2022-04-20,ecb9e991-c0b9-11ec-9063-848f69e142cf,,,,,,f413b975-a48f-11e8-ab6b-c412f533dba1
2022-04-20,b173c100-c0b7-11ec-9063-848f69e142cf,,,,,,bbb4c05a-c0b7-11ec-9063-848f69e142cf
2022-04-20,4d1265ad-c0b7-11ec-9063-848f69e142cf,,,,,,574c3a01-c0b7-11ec-9063-848f69e142cf
2022-04-20,8b660b20-c0b4-11ec-9063-848f69e142cf,,,,,,
2022-04-20,6d6dbbaa-c0b4-11ec-9063-848f69e142cf,,,,,,6d6dbbab-c0b4-11ec-9063-848f69e142cf
2022-04-20,13c98ba2-c0b1-11ec-9063-848f69e142cf,,,,,,f01c8f81-c0b7-11ec-9063-848f69e142cf
2022-04-20,714b9e4a-c0af-11ec-9063-848f69e142cf,,,,,,714b9e4b-c0af-11ec-9063-848f69e142cf
2022-04-20,42340fb7-c0af-11ec-9063-848f69e142cf,,,,,,e7634cb2-c0af-11ec-9063-848f69e142cf
2022-04-20,e78112ea-c0aa-11ec-9063-848f69e142cf,,,,,,
2022-04-20,58cea866-c0a3-11ec-9063-848f69e142cf,,,,,,58cea867-c0a3-11ec-9063-848f69e142cf
2022-04-20,2a3b154d-c094-11ec-9063-848f69e142cf,,,,,,2a3b154b-c094-11ec-9063-848f69e142cf
2022-04-20,ef898419-c08b-11ec-9063-848f69e142cf,yandex,cpc,48306450,8404701661,,9a46576d-c08e-11ec-9063-848f69e142cf
2022-04-20,67a70a20-c08b-11ec-9063-848f69e142cf,,,,,,74754a74-c08b-11ec-9063-848f69e142cf
2022-04-20,28059443-c08b-11ec-9063-848f69e142cf,,,,,,28059444-c08b-11ec-9063-848f69e142cf
2022-10-14,50fe9c6b-4bc4-11ed-907e-848f69e142cf,,,,,,50fe9c6c-4bc4-11ed-907e-848f69e142cf
2022-04-20,bb660c95-c083-11ec-9063-848f69e142cf,,,,,,c16a3c5d-c083-11ec-9063-848f69e142cf
2022-04-20,01189eb2-c073-11ec-9063-848f69e142cf,sms,email,1,,,81c5d41c-4737-11ea-abeb-c412f533dba1
2022-04-20,3a76a790-c06e-11ec-9063-848f69e142cf,yandex,cpc,48306494,8813466152,,92fcafce-d5a7-11e9-abbe-c412f533dba1
2022-04-20,da1267c0-c06c-11ec-9063-848f69e142cf,vkontakte,social,all,mainbottom,,f14b394d-c0ba-11ec-9063-848f69e142cf
2022-04-20,308e0d2b-c069-11ec-9063-848f69e142cf,,,,,,1525f280-c072-11ec-9063-848f69e142cf
2022-10-14,5a2182c9-4bbd-11ed-907e-848f69e142cf,,,,,,36c35923-4bbd-11ed-907e-848f69e142cf
2022-10-14,edc16087-4bb9-11ed-907e-848f69e142cf,sms,email,1310,,,f47d78e4-6fd5-11e7-80fc-c412f533dba1
2022-10-14,822073b5-4bb2-11ed-907e-848f69e142cf,,,,,,822073b6-4bb2-11ed-907e-848f69e142cf
2022-10-14,6780f9d8-4bb1-11ed-907e-848f69e142cf,,,,,,
2022-10-14,7df4d241-4ba9-11ed-907e-848f69e142cf,kviz,cpc,2,,,a081886f-4b11-11ed-907e-848f69e142cf
2022-10-14,5fca7159-4ba9-11ed-907e-848f69e142cf,megacity,cpc,fizmega,,,2fb2f4e7-d5a8-11e9-abbe-c412f533dba1
2022-10-14,ac0954ff-4ba6-11ed-907e-848f69e142cf,,,,,,15e91f0a-4bb1-11ed-907e-848f69e142cf
2022-10-14,3b99c74c-4ba3-11ed-907e-848f69e142cf,,,,,,
2022-10-14,4d4daffd-4ba1-11ed-907e-848f69e142cf,,,,,,
2022-10-14,0ebc170e-4b9f-11ed-907e-848f69e142cf,,,,,,0ebc170f-4b9f-11ed-907e-848f69e142cf
2022-10-14,18cf48bc-4b9e-11ed-907e-848f69e142cf,sms,email,1310,,,b6b2ac55-50c7-11eb-ac23-c412f533dba1
2022-04-05,d2aecb8e-b50f-11ec-9062-848f69e142cf,,,,,,
2022-04-05,76198cac-b50f-11ec-9062-848f69e142cf,vk,cpc,1rubl,,,8c9f0b00-d5ae-11e9-abbe-c412f533dba1
2022-04-20,079b78f2-c058-11ec-9063-848f69e142cf,yandex,cpc,48306473,8404704716,,052be397-a018-11eb-ac33-c412f533dba1
2022-04-18,6e865889-bf28-11ec-9063-848f69e142cf,yandex,cpc,48306473,8813432768,,
2022-04-18,68278ff6-bf28-11ec-9063-848f69e142cf,yandex,cpc,48306473,8813432768,,f75118fa-bf2b-11ec-9063-848f69e142cf
2022-04-18,87aeb4d7-bf23-11ec-9063-848f69e142cf,,,,,,
2022-04-18,ea8053e7-bf1a-11ec-9063-848f69e142cf,vkontakte,social,akcii,rightbottom,,bb376450-a1ef-11eb-ac33-c412f533dba1
2022-04-18,405648f8-bf18-11ec-9063-848f69e142cf,,,,,,
2022-04-18,e71ec269-bf0d-11ec-9063-848f69e142cf,,,,,,e71ec26a-bf0d-11ec-9063-848f69e142cf
2022-04-18,be8d3efd-bf0d-11ec-9063-848f69e142cf,,,,,,
2022-04-18,bc6560c7-bf06-11ec-9063-848f69e142cf,vk,cpc,1rubl,,,ac2bffd8-6fd5-11e7-80fc-c412f533dba1
2022-04-18,7932dcfb-bf06-11ec-9063-848f69e142cf,vk,social,50,,,71172044-bcd1-11ec-9063-848f69e142cf
2022-04-18,aed36886-bf04-11ec-9063-848f69e142cf,,,,,,aed36887-bf04-11ec-9063-848f69e142cf
2022-04-18,7632c7d4-bf03-11ec-9063-848f69e142cf,,,,,,441e646b-f36d-11eb-903e-848f69e142cd
2022-04-18,2788ac91-bf02-11ec-9063-848f69e142cf,,,,,,2788ac92-bf02-11ec-9063-848f69e142cf
2022-04-17,9fee6db8-be7b-11ec-9063-848f69e142cf,yandex,cpc,48306518,8813477633,,9ecab99a-beed-11ec-9063-848f69e142cf
2022-04-17,1dae6f24-be67-11ec-9063-848f69e142cf,yandex,cpc,48306494,8813466151,,73fe023e-d5a3-11e9-abbe-c412f533dba1
2022-04-17,fd4e4bff-be5a-11ec-9063-848f69e142cf,vk,social,50,,,b89259de-d5a3-11e9-abbe-c412f533dba1
2022-04-17,07c921ed-be58-11ec-9063-848f69e142cf,,,,,,07c921ee-be58-11ec-9063-848f69e142cf
2022-04-17,95072c2e-be57-11ec-9063-848f69e142cf,instagram,social,50,,,daf29d78-d5b0-11e9-abbe-c412f533dba1
2022-04-17,ee01c5ff-be40-11ec-9063-848f69e142cf,,,,,,ee01c600-be40-11ec-9063-848f69e142cf
2022-04-17,38c7b509-be33-11ec-9063-848f69e142cf,,,,,,ddb6f627-2f56-11ec-904e-848f69e142cf
2022-04-17,32a94c21-be33-11ec-9063-848f69e142cf,,,,,,32a94c22-be33-11ec-9063-848f69e142cf
2022-04-17,bbb45558-be26-11ec-9063-848f69e142cf,yandex,cpc,48306487,8404707410,,677e7c13-d5b4-11e9-abbe-c412f533dba1
2022-04-17,88429b8d-be22-11ec-9063-848f69e142cf,yandex,cpc,48306487,8813469522,,0a0425ae-be31-11ec-9063-848f69e142cf
2022-04-17,363f767f-be22-11ec-9063-848f69e142cf,,,,,,8a2bd393-d5ad-11e9-abbe-c412f533dba1
2022-04-17,f768f051-be15-11ec-9063-848f69e142cf,sms,email,1,,,527987e3-58cf-11eb-ac25-c412f533dba1
2022-04-17,1da51776-be06-11ec-9063-848f69e142cf,yandex,cpc,48306487,8813469522,,9c24f4f7-be20-11ec-9063-848f69e142cf
2022-04-17,97735c31-be05-11ec-9063-848f69e142cf,,,,,,6d06c505-bc92-11ec-9063-848f69e142cf
2022-04-17,4aebb8e1-be04-11ec-9063-848f69e142cf,,,,,,3f62176d-be25-11ec-9063-848f69e142cf
2022-08-30,c09b821a-2849-11ed-907a-848f69e142cf,,,,,,
2022-08-30,4b1e3533-2849-11ed-907a-848f69e142cf,,,,,,
2022-08-30,be6aac6e-2848-11ed-907a-848f69e142cf,,,,,,
2022-08-30,29cd26ca-2845-11ed-907a-848f69e142cf,,,,,,29cd26cb-2845-11ed-907a-848f69e142cf
2022-08-30,845c876c-2842-11ed-907a-848f69e142cf,,,,,,845c876d-2842-11ed-907a-848f69e142cf
2022-08-30,f1ca87da-2840-11ed-907a-848f69e142cf,,,,,,
2022-04-18,5e988823-bef9-11ec-9063-848f69e142cf,,,,,,5e988824-bef9-11ec-9063-848f69e142cf
2022-04-18,6632839f-bef8-11ec-9063-848f69e142cf,,,,,,663283a0-bef8-11ec-9063-848f69e142cf
2022-04-18,95c08376-bef3-11ec-9063-848f69e142cf,vk,cpc,1rubl,,,dd6eb91d-befc-11ec-9063-848f69e142cf
2022-04-18,7bdc782b-bef3-11ec-9063-848f69e142cf,,,,,,58e5dfc9-befd-11ec-9063-848f69e142cf
2022-04-18,a5c19db2-bef0-11ec-9063-848f69e142cf,,,,,,fe490192-beff-11ec-9063-848f69e142cf
2022-04-18,61897089-beec-11ec-9063-848f69e142cf,,,,,,680011d4-beec-11ec-9063-848f69e142cf
2022-04-18,73771e5e-beeb-11ec-9063-848f69e142cf,instagram,social,,,,0322fe7e-beff-11ec-9063-848f69e142cf
2022-04-18,856eb8cf-beea-11ec-9063-848f69e142cf,yandex,cpc,48306450,8404701665,,b8353e50-6b2f-11e9-aba2-c412f533dba1
2022-04-18,839aa4aa-bee8-11ec-9063-848f69e142cf,,,,,,299eabfc-b04a-11ec-9061-848f69e142cf
2022-04-18,be76575b-bee7-11ec-9063-848f69e142cf,ycard,social,all,,,a96b6301-beef-11ec-9063-848f69e142cf
2022-04-18,3b819c8e-bee7-11ec-9063-848f69e142cf,yandex,cpc,48306450,8404701664,,042b6d19-6fd8-11e7-80fc-c412f533dba1
2022-04-18,445ae003-bee6-11ec-9063-848f69e142cf,,,,,,445ae004-bee6-11ec-9063-848f69e142cf
2022-04-18,db2ab793-bedb-11ec-9063-848f69e142cf,,,,,,2a62891a-6fd6-11e7-80fc-c412f533dba1
2022-04-18,9aa03a5d-bed8-11ec-9063-848f69e142cf,vk,cpc,1rubl,,,1cbbaa2d-f5e8-11e7-8126-c412f533dba1
2022-04-18,8315007e-bed8-11ec-9063-848f69e142cf,vk,cpc,1rubl,,,58367efb-ba74-11ec-9062-848f69e142cf
2022-04-18,174d5e9f-bed8-11ec-9063-848f69e142cf,vk,cpc,1rubl,,,ccfb9021-beee-11ec-9063-848f69e142cf
2022-04-18,f824c462-bed3-11ec-9063-848f69e142cf,vk,social,50,,,
2022-04-18,1affc6d0-bed2-11ec-9063-848f69e142cf,yandex,cpc,48306494,8404707872,,fea10060-b314-11ec-9062-848f69e142cf
2022-04-18,6ceb43b9-bec5-11ec-9063-848f69e142cf,,,,,,39bbc77f-bec5-11ec-9063-848f69e142cf
2022-03-25,7c3cb82e-ac44-11ec-9060-848f69e142c9,,,,,,7c3cb82f-ac44-11ec-9060-848f69e142c9
2022-03-25,8fe70087-ac43-11ec-9060-848f69e142c9,yandex,cpc,48306494,8404707872,,768bdc57-d5a4-11e9-abbe-c412f533dba1
2022-03-25,ae4e9280-ac41-11ec-9060-848f69e142c9,,,,,,ae4e9281-ac41-11ec-9060-848f69e142c9
2022-08-30,9539d80a-283e-11ed-907a-848f69e142cf,megacity,social,fizmega,,,2646504f-cf02-11e9-abbd-c412f533dba1
2022-08-30,8914de07-283e-11ed-907a-848f69e142cf,megacity,social,fizmega,,,9d7a6cb5-2854-11ed-907a-848f69e142cf
2022-08-30,7894167e-283e-11ed-907a-848f69e142cf,megacity,social,fizmega,,,20b7b465-d5a2-11e9-abbe-c412f533dba1
2022-04-21,1c89ab66-c1ac-11ec-9064-848f69e142cf,yandex,cpc,48306487,8813469521,,cf8172f9-c206-11ec-9065-848f69e142cf
2022-04-21,3c7af39c-c1a2-11ec-9064-848f69e142cf,,,,,,
2022-04-21,2dea908e-c19d-11ec-9064-848f69e142cf,,,,,,84f15aff-78cb-11eb-ac27-c412f533dba1
2022-04-21,4c4485b5-c188-11ec-9064-848f69e142cf,ycard,social,all,,,d83491c4-c219-11ec-9065-848f69e142cf
2022-04-21,3f88754f-c183-11ec-9064-848f69e142cf,,,,,,
2022-04-21,77400d64-c181-11ec-9064-848f69e142cf,,,,,,77400d65-c181-11ec-9064-848f69e142cf
2022-04-21,8727c9da-c180-11ec-9064-848f69e142cf,vk,cpc,1rubl,,,8b657f2c-c182-11ec-9064-848f69e142cf
2022-04-21,33e6cbc6-c180-11ec-9064-848f69e142cf,vk,cpc,1rubl,,,b43c0994-c18a-11ec-9064-848f69e142cf
2022-04-21,22ff8a6f-c180-11ec-9064-848f69e142cf,vk,cpc,1rubl,,,04558d98-c187-11ec-9064-848f69e142cf
2022-04-21,1566a151-c180-11ec-9064-848f69e142cf,vk,cpc,1rubl,,,
2022-04-21,c7eccd4c-c17f-11ec-9064-848f69e142cf,zvonobot,email,50,,,372c7177-eafa-11eb-903d-848f69e142cf
2022-04-21,80748fc9-c17f-11ec-9064-848f69e142cf,zvonobot,email,50,,,264371ff-9e0a-11ec-905d-848f69e142cf
2022-04-21,33040f8e-c17f-11ec-9064-848f69e142cf,zvonobot,email,50,,,95bc21c4-97a2-11ec-905d-848f69e142cf
2022-04-21,1f88579a-c17f-11ec-9064-848f69e142cf,zvonobot,email,50,,,ab12fc30-92f4-11ec-905c-848f69e142cd
2022-04-21,b2325603-c17e-11ec-9064-848f69e142cf,zvonobot,email,50,,,
2022-04-21,827e88e2-c17e-11ec-9064-848f69e142cf,zvonobot,email,50,,,51b22ef5-ae7c-11ec-9060-848f69e142c9
2022-04-21,657307ed-c17e-11ec-9064-848f69e142cf,zvonobot,email,50,,,e587c037-8d7c-11ec-905b-848f69e142c9
